,job_location,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,post_title,pros,status,Work/Life Balance_rolling_10mean,Culture & Values_rolling_10mean,Diversity & Inclusion_rolling_10mean,Career Opportunities_rolling_10mean,Compensation and Benefits_rolling_10mean,Senior Management_rolling_10mean,country,company
2018-09-03,Service Delivery Manager in Brussels,5.0,3.0,5.0,,5.0,5.0,4.0,V,V,V,- as you would expect... it's hard work,Absolutely great company to work for,"- Very interesting projects with exposure to CXO level at clients
- Extremely smart and nice colleagues
- Generous benefits package (including very good healthcare plan and group insurance)","Current Employee, more than 3 years",2.6,4.6,,4.3,4.1,4.0,belgian,mckinsey
2018-12-05,Consultant in Brussels,4.0,1.0,2.0,,4.0,4.0,3.0,V,V,V,"Demanding, low work life balance",Consultant at Mckiney & Co,You learn a lot from day 1,"Current Employee, less than 1 year",2.4,4.6,,4.5,4.2,4.1,belgian,mckinsey
2019-09-30,Research Analyst in Brussels,4.0,2.0,3.0,,5.0,4.0,4.0,O,-,O,"No real diversity. They hire from the same few schools, the same profile of people. 
Sometimes it's hard to reconcile personal values with the role of the firm in maintaining a system that has created and continues to create intense economic inequality and environmental damage. 
What is impact? The firm pretends to operate outside of morality, to be neutral, and too often fails to consider the social, societal, and environmental impacts of its recommendations.",Great learning opportunity,"Steep learning curve: you learn a lot in a short time frame on a lot of topics. You basically learn how to work systematically, problem solve, in a business environment.","Former Employee, more than 1 year",2.4,4.4,,4.5,4.1,4.0,belgian,mckinsey
2020-05-05,Junior Associate in Brussels,5.0,3.0,5.0,,5.0,4.0,4.0,-,V,V,"Unpredictable schedule with long hours, very variable from a project to another.",Great learning curve & diverse opportunities,"McKinsey offers an amazing growth path in the first years, with many learning opportunities on and off the job. Great feedback culture that pushes you to learn and develop further.","Current Employee, more than 1 year",2.4,4.4,,4.6,4.0,4.0,belgian,mckinsey
2020-08-05,Practice Management Specialist in Brussels,5.0,4.0,5.0,,4.0,4.0,4.0,O,V,V,Career advancement opportunities come slowly,Great place to work,"Very smart people, great collaboration within teams, health benefits, flexible schedule","Current Employee, more than 8 years",2.6,4.5,,4.6,4.0,4.0,belgian,mckinsey
2020-08-17,Associate in Brussels,5.0,3.0,5.0,,5.0,4.0,5.0,V,V,V,"Challenging problems, high speed environment",Fantastic,"Extraordinary colleagues, steep learning curve","Former Employee, more than 1 year",2.7,4.5,,4.6,4.0,4.0,belgian,mckinsey
2020-08-19,Senior Recruiter in Brussels,5.0,5.0,5.0,,5.0,4.0,5.0,V,V,V,Life work balance is not always easy,Great place to work !,"culture, learning opportunities, colleagues, teamwork, atmosphere","Former Employee, more than 8 years",2.7,4.5,,4.6,3.9,4.1,belgian,mckinsey
2020-09-23,Associate in Brussels,4.0,1.0,3.0,,4.0,4.0,2.0,-,V,X,"Long hours, little freedom to choose projects, uninspiring leadership, little flexibility on career trajectory or unwillingness to change ways of working/evaluating performance",Associate at McKinsey Belgium,"Decent pay and benefits, travel opportunities, expenses, global firm and good colleagues, career trajectory if interested","Current Employee, more than 1 year",2.6,4.3,,4.5,4.0,3.8,belgian,mckinsey
2020-10-22,Human ressources assistant in Brussels,3.0,2.0,3.0,3.0,5.0,3.0,3.0,O,O,O,Constant pressure and long working hours without great remuneration,Human ressources assistant,"Very smart people, nice offices","Former Employee, less than 1 year",2.6,4.1,3.0,4.6,4.0,3.7,belgian,mckinsey
2020-10-26,Associate Consultant in Brussels,4.0,2.0,4.0,4.0,5.0,4.0,4.0,V,V,V,Poor work-life balance when working on client projects,Generalist consultant,Great learning experience and training,"Current Employee, more than 1 year",2.6,4.0,3.5,4.7,4.0,3.8,belgian,mckinsey
2020-12-03,Associate in Brussels,5.0,2.0,5.0,5.0,5.0,5.0,4.0,V,V,V,"Working hours
Work life balance - though you can partly manage yourself",Great learning environment,"Development opportunities
International travel
Culture between peers
Opportunities to shape your path","Former Employee, more than 3 years",2.5,4.0,4.0,4.7,4.0,3.8,belgian,mckinsey
2021-01-15,Engagement Manager in Brussels,5.0,3.0,5.0,5.0,5.0,5.0,5.0,O,O,V,"* Work-life balance
* Can be high pressure",Amazing company,"* Working on exciting topics
* Lots of step-up opportunities
* Steep learning curve",Former Employee,2.7,4.3,4.25,4.8,4.1,4.0,belgian,mckinsey
2021-02-01,Engagement Manager in Brussels,5.0,4.0,5.0,5.0,5.0,4.0,5.0,O,O,O,At times long Working hours,Work review,"Impact, Strong team play, truely global","Current Employee, more than 3 years",2.9,4.5,4.4,4.8,4.1,4.1,belgian,mckinsey
2021-03-15,Solution Delivery Manager in Brussels,5.0,2.0,5.0,5.0,5.0,5.0,4.0,V,V,V,"Hard work, long hours. Can be a little political at times when trying to launch new ideas. Challenging to take the time to take breaks.","The people are the best, and the rest is pretty cool too","High caliber people, who are more than just smart and hardworking but caring too. Direct access to top clients, interesting content, plenty of challenges and opportunities to learn. Well paid, and stable. Values driven. Plenty of mobility opportunities.","Current Employee, more than 5 years",2.8,4.5,4.5,4.8,4.2,4.1,belgian,mckinsey
2021-04-21,Data Scientist in Brussels,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-,-,V,"Work life balance, time consuming",NO,"Good to study skills, good to build network",Current Intern,2.9,4.5,4.571428571428571,4.9,4.3,4.2,belgian,mckinsey
2021-05-25,Specialist in Brussels,5.0,2.0,5.0,5.0,5.0,5.0,5.0,V,V,V,Workload and travel (before Covid),Specialist,Interesting and complex problems to solve with smart and energetic teams. Caring atmosphere where feedback and personal growth is key.,"Former Employee, more than 1 year",2.8,4.5,4.625,4.9,4.4,4.2,belgian,mckinsey
2021-06-08,Associate Partner in Brussels,5.0,,,,,,,O,O,O,"Long hours, not so great HR",Great employer,Great people and career progression,Current Employee,2.5555555555555554,4.444444444444445,4.625,4.888888888888889,4.444444444444445,4.111111111111111,belgian,mckinsey
2021-06-19,Solution Manager in Brussels,5.0,,,,,,,O,O,O,"Workload, travel, work life balance",Solution Manager,"Best in class benefits, great working environment",Current Employee,2.75,4.625,4.625,5.0,4.5,4.375,belgian,mckinsey
2021-08-19,Junior Associate in Brussels,5.0,2.0,5.0,5.0,5.0,4.0,4.0,V,-,V,"Work-life can be a challenge, although strong focus to improve on this by office leadership 
Client expectations are high, leading to stress",Very strong on many levels,"Good people, strong brand, good support teams and onboarding, excellent development and exit opportunities, interesting topics and fast paced carreer","Current Employee, more than 1 year",2.75,4.875,4.875,5.0,4.625,4.5,belgian,mckinsey
2021-10-21,Client Success Specialist in Brussels,5.0,1.0,5.0,5.0,5.0,3.0,4.0,V,O,V,"*Work-life balance is difficult to sustain over long term (but lots of support and initiatives to tackle this challenge taken very seriously) 
*Internal salary discrepancies between integrative and non-integrative consulting (especially solutions/tech profiles)
*no route to Partner unless you are part of integrative consulting",Incredible workplace,"*Amazing people from IQ but more importantly EQ perspective 
*Personal growth powerful engine 
*Cracking the toughest problem for the most exciting and wide range of clients","Current Employee, more than 3 years",2.625,5.0,5.0,5.0,4.5,4.5,belgian,mckinsey
2021-11-07,Business Analyst in Brussels,3.0,,,,,,,O,O,O,Brutal work hours and not enough sleep,Tough but can be rewarding,"Interesting work, super engaged people",Current Employee,2.7142857142857144,5.0,5.0,5.0,4.428571428571429,4.571428571428571,belgian,mckinsey
2022-01-12,Engagement Manager in Brussels,5.0,,,,,,,O,O,O,work life balance for the consultants,great place to work,"good exposure of work, good salary,",Current Employee,2.6666666666666665,5.0,5.0,5.0,4.333333333333333,4.5,belgian,mckinsey
2022-05-06,Coordinator in Brussels,5.0,1.0,5.0,4.0,5.0,4.0,4.0,-,X,V,"Work life balance, stress, pressure to perform",Specialist,"Great driven colleagues, challenging work","Former Employee, less than 1 year",2.1666666666666665,5.0,4.833333333333333,5.0,4.333333333333333,4.333333333333333,belgian,mckinsey
2011-12-28,Audit Senior in Luxembourg,4.0,,,,,,,O,-,V,Lack of work life balance,A great place to start your career,"Great place to continue learning
Areas of growth",Current Employee,,,,,,,lux,pwc
2012-04-13,Audit Senior Manager in Luxembourg,3.0,,,,,,,O,-,O,Salary is usually not in balance with the number of hours spent on the job.,Like any other big 4 firm,"One of the best reason to work for PwC is that you have a clear view on your career plan for the first 6-8 years in the firm. After that, it becomes extremely hazy. 
Another positive point is that there are real opportunities for international mobility around the globe, for people who love travelling and relocating in foreign countries.
Last obvious reason is that you meet and work with a lot of different people and clients from various horizons.",Current Employee,,,,,,,lux,pwc
2012-10-16,Associate in Dudelange,3.0,2.0,4.0,,4.0,3.0,4.0,-,O,V,"long working hours, sometimes not predictable",Analytical and a lot of teamwork,Interesed in audit and accounting,"Former Employee, more than 1 year",2.0,4.0,,4.0,3.0,4.0,lux,pwc
2012-10-23,"Marketing Employee in Pensacola, FL",4.0,4.0,5.0,,3.0,4.0,4.0,O,O,V,"In Audit and Consulting, employees are expected to work unbelievably long hours
Internal Firm Services (where I worked) is treated very differently from audit, tax and consulting services, i.e. less opportunities for promotion, changing jobs within PwC working abroad etc. 
Some management do not have any people skills which means they shouldn't be in the position they're in.",Great organisation but long working ours in audit,"Lots of different nations working together 
High learning curve, great first job 
Great tools which allow for working efficiently 
Great internal communication, integrated Intranet with Employee Services
Company car leasing at an attractive price 
Proactive management that promotes professional development and ambitious people 
In Internal Firm Services, not a lot of overtime required
Entry salary is adequate (for Internal Firm Services) 
Manager salary seems to be really good","Former Employee, more than 3 years",3.0,4.5,,3.5,3.5,4.0,lux,pwc
2013-03-14,Associate in Luxembourg,5.0,5.0,5.0,,5.0,5.0,5.0,V,-,X,There is nothing to complain about.,Very satisfying work atmosphere at PWC.,"Social, fair employer in Luxembourg.","Current Intern, less than 1 year",3.6666666666666665,4.666666666666667,,4.0,4.0,4.333333333333333,lux,pwc
2014-01-05,Consultant in Luxembourg,1.0,1.0,1.0,,2.0,3.0,1.0,X,-,X,"Overall...a company best avoided. You do not want to work here. 

The management here pursue their staff aggressively and their business development opportunities weakly.

There is a also a very strong 'blame the junior staff' culture, and a very high tendency to exploit the staff as much as possible.

Many very destructive senior management figures are indulged.  There is a lot of blatant bullying.

If you bring a problem to HR, then you are the problem.  It's best not to involve them.

If you are offered a job here, make enquiries about the partners AND directors in charge of the business line you will be in.  Luxembourg is a small place and people are well known.  If you get negative feedback, stay where you are.

If you end up working here out of necessity, plan your exit from day one.

I have been working for a wage for over two decades - sad to say, but this was by far the worst company I was ever in.",Regarded as the worst of the Big 4 in Luxembourg by those in the know.,"To be clear, the culture of the consulting line of business is set by the partner in charge, so there are good and bad areas of the company.  The good include IT and some areas of regulatory. If you get into this firm under a good line of management, you can have an ok-to-good career, depending on your aspirations and what you want out of life.  In that respect, PwC Luxembourg might be okay.","Former Employee, more than 3 years",3.0,3.75,,3.5,3.75,3.5,lux,pwc
2014-07-26,Corporate Tax Advisor in Luxembourg,3.0,3.0,2.0,,5.0,2.0,3.0,O,O,V,"Although there are a number of cultures, the french-speaking cultures are dominant.  In general, I found the French and Germans associated with people similar to them although the office does have a number of cultures represented.  I also found that decisions for promotions were very arbitrary (and often on cultural lines).",Cultural Maze,"The work was very interesting - although Luxembourg is rarely leading large projects, it often is involved as an intermediary between other larger locations like the US and UK.  Great development opportunities, even if for a couple of years.","Former Employee, more than 1 year",3.0,3.4,,3.8,3.4,3.4,lux,pwc
2014-09-30,Senior Officer in Luxembourg,1.0,3.0,1.0,,3.0,3.0,1.0,-,-,X,"Leadership was horrible... no consideration of people... only managing their career... everything is a risk to manage, even speak to someone during a meeting...",The worst ever,I've need to find a job with regular clock,"Current Employee, more than 10 years",3.0,3.0,,3.6666666666666665,3.3333333333333335,3.0,lux,pwc
2014-11-23,Senior Analyst in Luxembourg,4.0,3.0,4.0,,4.0,3.0,4.0,V,-,V,"Very Challenging, Late working hours",PWC,The ambience is very International,"Current Employee, less than 1 year",3.0,3.142857142857143,,3.7142857142857144,3.2857142857142856,3.142857142857143,lux,pwc
2015-01-16,Senior Associate - Advisory in Luxembourg,4.0,2.0,3.0,,5.0,3.0,1.0,-,-,V,"- As for any BIG 4, working hours are volatile and can be very long
- Compensation is interesting only at the Partner level
- They tend to focus on your weak areas rather than further developing your strengths
- Smartest and best people are the first to leave 
- The Audit mentality has sadly too much influence on the Advisory culture
- In Luxembourg, there is a regrettable culture (inspired by the Audit) systematically blaming the junior staff 
- Many Partners have a too high self esteem, think they are necessarily right in any condition","Strong brand name, challenging environment and steep learning curve","As for any company, there are significant differences across the departments. This review concerns only the Advisory/Consulting practice. 

- Stimulating and challenging environment, steep learning curve
- Some very smart colleagues
- Allows to develop extensively both technical and soft skills
- Collaboration with international offices, possible mobility to other offices
- Exposure to C's suite and most prestigious clients - opportunity to get quickly high responsibilities
- Excellent exit opportunities","Current Employee, more than 3 years",2.875,3.125,,3.875,3.25,2.875,lux,pwc
2015-05-15,Anonymous Employee in Luxembourg,4.0,3.0,5.0,,5.0,4.0,5.0,V,O,V,"The audit job ? =>
Irregular work load
Sometime, it is difficult to understand your impact (like in any other audit companies) => possible to feel useless
No parking space near the company",Certainly the best audit company,"Strong knowledge sharing culture
International environment
Possibility to work on big client
Nice people
Quick evolution 
Many funny activities ! ( parties, baby foot challenge, sports,...)",Current Employee,2.888888888888889,3.3333333333333335,,4.0,3.3333333333333335,3.111111111111111,lux,pwc
2015-06-09,Anonymous Intern in Luxembourg,4.0,5.0,3.0,,3.0,3.0,4.0,V,V,V,"The first drawback is that is located in Luxembourg and I never really got used to this little city.
The career path is drawn already, so if you stay at PwC, you know exactly where you'll be in 5 years: no real opportunity to stand out.",Good experience,"Well paid for an intern.
Good atmosphere and young coworkers.
Several advantages on top of salary.
Great learning experience.
Recognized company.","Former Intern, less than 1 year",3.1,3.3,,3.9,3.3,3.2,lux,pwc
2015-09-01,Anonymous Employee in Luxembourg,3.0,4.0,2.0,,4.0,3.0,3.0,V,O,V,Internal politics are a pain. Company is rigid. Many employees should be fired but are promoted instead. If you join the company with prior experience somewhere else it may be challenging to adapt.,Good to learn basic business and entrepreneurship skills / Max 2 years,"Aside the brainwashing you learn to be disciplined, independent, and proactive. Good for audit, accounting and tax. Depending on the office other service lines can be attractive.",Current Employee,3.3,3.1,,3.9,3.3,3.1,lux,pwc
2015-09-27,Tax Associate in Luxembourg,2.0,2.0,4.0,,3.0,,,O,O,O,Look like the salary is not too fair in comparison to the job provided,PWC,Good place to begin your career and young worker environment,Former Employee,3.1,3.0,,3.9,3.2222222222222223,3.0,lux,pwc
2015-10-21,Tax Advisor in Luxembourg,5.0,5.0,5.0,,4.0,4.0,5.0,V,O,V,"It is a very big company, which may not be comfortable for everyone. There are also a lot of internal team building events.",Advisor,"Great networking, international atmosphere, very honest career opportunities.","Former Employee, less than 1 year",3.1,3.0,,3.8,3.111111111111111,3.0,lux,pwc
2015-11-27,Advisory in Luxembourg,4.0,3.0,3.0,,5.0,3.0,3.0,V,-,V,"Always more than 40 hours / week, work/life balance, parking difficulties, blame junior staff, company policies. Low salary in terms of work load performed in comparison to other opportunities in the industry. High employee turnover.",Advisory department with more than 1 year in PwC.,"International environment, steep learning curve, responsibilities, excellent exit possibilities. Good company to start your career but might be hard to adapt for someone that has experience outside a Big 4. Young people - pros and cons.","Current Employee, more than 1 year",3.3,3.2,,4.1,3.111111111111111,3.2222222222222223,lux,pwc
2015-12-03, in Luxembourg,5.0,4.0,5.0,,5.0,4.0,5.0,V,V,V,"Long hours, often repetitive tasks",Audit Trainee,"Great career opportunities, lots of events, workshops and learning opportunities.",Former Employee,3.4,3.5,,4.1,3.3333333333333335,3.4444444444444446,lux,pwc
2015-12-22,Audit in Luxembourg,4.0,2.0,3.0,,3.0,3.0,2.0,-,V,V,"There are some very brainwashed employees who have given their lives to the company for 15, 20, 30 years etc. Have the slightest chat or laugh and they will glare at you as if you are a traitor, making the office environment stale. The culture is to blame the junior employees and the partners are above the law. Once I told a partner about an important mistake he had made in a document, he replied to me that I should have spotted it earlier - i.e. partners never responsible if things go wrong. Also the salary is low for Luxembourg - I moved now to a more junior role that pays more.",Good place to work but don't stay for too long,"Great name for your CV. You get to work with lots of big-name clients. Great new building. Free coffee. Each day brings varied and interesting challenges. The new CEO John Parkhouse is a good guy who works very hard to make it a fun place to work, they are in good hands with him for the future.","Former Employee, more than 1 year",3.3,3.7,,4.1,3.3333333333333335,3.5555555555555554,lux,pwc
2016-02-23,Audit Intern in Luxembourg,4.0,1.0,5.0,,5.0,3.0,4.0,V,V,V,A lot of administrative tasks and few added value to the job done by the bankers.,Audit Intern,Good opportunity to learn about banking industry and investment funds.,"Current Intern, less than 1 year",3.1,3.8,,4.2,3.3333333333333335,3.5555555555555554,lux,pwc
2016-02-24,Risk Management Intern in Luxembourg,3.0,3.0,3.0,,4.0,4.0,3.0,-,-,V,"The nature of the work was quiet repetitive, which made the last week less interesting. I spend a lot of time working on excells and presentations.",Internship pwc,"It was a god overview of all the different activities performed at Pwc.
I was given quiet a lot of responsibilities and was able to work with senior managers with a lot of knowledge, which was very enriching.","Current Intern, less than 1 year",3.2,3.8,,4.1,3.4444444444444446,3.7777777777777777,lux,pwc
2016-02-28,Senior Financial Auditor in Luxembourg,4.0,2.0,3.0,,5.0,4.0,3.0,V,V,V,"- Working hours
- Turnover
- If you stay too much (above 5 years) you will have a card ""auditor / accounting"" sticked on your face",Very good carreer start,"- Professional experience
- 2 500 people between 25 and 35 years old from everywhere
- Good salary",Current Employee,3.1,3.6,,4.1,3.4444444444444446,3.5555555555555554,lux,pwc
2016-03-02,Anonymous Employee in Luxembourg,3.0,2.0,4.0,,4.0,3.0,4.0,O,V,O,"Too much pressure in the employes, long working hours during the busy season, some people and colleagues are just sick.",Good but there are better places to work,"Many trainings, young colleagues, nice office.",Current Employee,2.8,3.7,,4.2,3.4444444444444446,3.5555555555555554,lux,pwc
2016-04-12,Senior Auditor in Luxembourg,2.0,1.0,3.0,,4.0,2.0,4.0,V,V,X,"If you need help from the IT department -> better help yourself 
crazy workload on high complex engagements 
many managers don't allow to charge overtime",Senior Auditor,"nice building&colleagues 
affordable flexi cars 
international atmosphere",Current Employee,2.5,3.8,,4.2,3.3333333333333335,3.6666666666666665,lux,pwc
2016-07-25,Junior Auditor in Luxembourg,4.0,4.0,4.0,,5.0,3.0,4.0,V,-,V,"From now I haven't yet find any negative point in this company, but if I should pick one, maybe I will say that the salary for junior is quite low compared to banking.",Good company,"- Good team spirit
- Google like, company lifestyle
- Great career opportunities around the world
- One of the largest professional network in the world
- Regular promotion",Current Employee,2.7,3.8,,4.4,3.3,3.7,lux,pwc
2016-08-12,Senior Advisor in Luxembourg,5.0,3.0,5.0,,5.0,3.0,3.0,V,O,V,work life balance and compensation compare to the market,Senior Advisor Forensic Technology,"Career opportunities, growth, soft-skills improvment","Current Employee, more than 3 years",2.5,3.8,,4.5,3.2,3.5,lux,pwc
2016-09-04,Economist in Luxembourg,4.0,3.0,5.0,,5.0,3.0,4.0,V,O,V,"Salaries below market
Work / life balance is not the priority",Good and stimulating environment,"Good on the CV
Nice colleagues
Culture and values
Internal and international mobility",Current Employee,2.5,4.0,,4.5,3.2,3.6,lux,pwc
2016-09-25,Audit Senior Associate in Luxembourg,4.0,2.0,4.0,,5.0,3.0,4.0,O,O,V,"- work life balance hard to manage
- long hours depending on deadlines",Good job to start a career in finance!,"- multinational environment
- people willing to help you learning
- career diversity and possibility to learn a lot about different industries",Current Employee,2.3,3.9,,4.5,3.1,3.5,lux,pwc
2016-11-01,Advisor in Luxembourg,4.0,,,,,,,V,V,V,"Pressure
Salaries lower than other firm in luxembourg",Advisor,"Great atmosphere 
Young people working there","Current Employee, more than 1 year",2.3333333333333335,4.0,,4.666666666666667,3.111111111111111,3.6666666666666665,lux,pwc
2016-12-21,Financial Auditor in Luxembourg,4.0,2.0,4.0,,4.0,3.0,,V,V,V,Work life balance to improve,A good working environment,A good working environment and culture,"Current Employee, more than 1 year",2.4444444444444446,3.888888888888889,,4.555555555555555,3.111111111111111,3.625,lux,pwc
2016-12-28,Senior Advisor in Luxembourg,1.0,3.0,1.0,,1.0,2.0,1.0,-,X,X,"Promotion is based on obsequiousness, cheating, deception, falsehood and a lot of politics...
Skilled consultants (e.g. juniors, seniors) get nonsense reasons for not getting the well-deserved promotions.
PwC actually needs skilled people to remain on low positions just to keep low hourly rate for the firm's profits.
Very often, managers take the credit of theam members' good work instead of recognizing the merits of those who actually did the job and acclain themselves subject matter experts, when in fact they only scratch the surface of that specific matter.
Tully skilled people are not involved in projects from the very beginning, but rather when things start getting messy in the project and there is high risk that customers might be unsatisfied...",BIG Lies,"Populistic actions (e.g. parties, events, lunches, etc.) which some of the naive juniors take for granted... and get brain-washed.
This company is cashcow... it will undertake any business activity that brings money for the least effort and risk, and then, once it stops being profitable, it will shift right to the next profitable one.","Current Employee, more than 3 years",2.4444444444444446,3.6666666666666665,,4.222222222222222,2.888888888888889,3.375,lux,pwc
2017-01-31,Junior Auditor in Luxembourg,4.0,3.0,5.0,,4.0,5.0,3.0,V,-,V,Salary is not the most attractive assets of the firm and high rythm of work. (specially in Audit),Great Place to work,"Big firm with a worlwide network, great infrastructure, a lot of diversity.
Evolutions, quality of learning and nice benefits (cell phone, leasing car, health care...)","Current Employee, more than 1 year",2.5555555555555554,3.888888888888889,,4.111111111111111,3.0,3.375,lux,pwc
2017-02-06,Anonymous Employee in Luxembourg,3.0,2.0,3.0,,4.0,2.0,3.0,O,O,X,"-very low salary
-extremely French environment
-long working hours",Tax Advisor,"-many corporate events
-the building
-sport during lunch hours","Former Employee, more than 1 year",2.5555555555555554,3.7777777777777777,,4.111111111111111,2.888888888888889,3.25,lux,pwc
2017-03-16,Sr Auditor in Luxembourg,1.0,1.0,2.0,,3.0,1.0,1.0,X,X,X,"Turning down other offers, I believed in the spirit of the Big 4. Starting straight from university, I was motivated to start at a world known and well-respected company. 

In the intro month, they were swearing on an environment full of team orientation and coaching. Quickly, I realized that people weren't putting effort to help you out, instead you were rather being thrown into cold water.  
Instead, they were pressuring for perfection from you after explaining to you things once (being with the company about 6 weeks at that time). If you dare to ask second questions for further understandings, that would be discussed on your feedback as negative review (such as ""he isn't capable of understanding""). 

During my work I experienced seniors acting as managers, writing reviews which I couldn't do any more besides shaking my head about, such as ""he/ she didn't mark something in yellow"". Other seniors copying and pasting the same reviews into multiple feedbacks multiple times, regardless whether your knowledge and working hours for the company you were auditing was 50, 150 or 250 hours. Trying to  explain this to your reviewer (a manager), who is suppose to help you out and the only thing he says is “They are allowed to write whatever they want”, meanwhile me trying to explain that the knowledge and quality of someone’s work isn’t the same and rather improves, enhances and quickens if someone spends 50 hours on the project, or when someone has worked 150 hours, and again if someone has worked for 250 hours in the same project.

I experienced higher level employees acting as seniors, trying to pressure you, asking for things that really don't make sense at all, and ask you again to fix them the way you were thinking before, and at the end of engagement putting on your feedbacks that you are taking too much time to do your work. 

The CEO had inserted overtime to be approved by manager in 2016: With that in mind, I had directors and managers coming to me at 16:00 asking me for things that needed to be finished for the next day call with client at 9am, which leads to working some 3-5 hours over time. None of these hours were allowed to be charged. 
Other managers were only giving the time they had to be charged as overtime to certain seniors/friends only. 

At the very end, it comes down to sympathy and empathy towards to who you are working with. If you are lucky and you happen to work with someone you get along with, then you are sorted. Otherwise, it’s a lot of biting your teeth together and pray that the engagement is over sooner rather than later and you don’t have to work with this person again anymore. I experienced PwC as an injustice rather employer, where I saw people freaking out, crying, losing it (list can go on) in front you, witnessing discrimination towards your background and strictly showing within the team who their favorite is and who is somewhat worthless towards them. Would I ever do it again? Definitely no.",Moving forward with Sympathy only,"Looks good on your resume
Network opportunities
International environment","Former Employee, more than 3 years",2.5555555555555554,3.6666666666666665,,4.0,2.7777777777777777,2.875,lux,pwc
2017-03-29,Anonymous Employee in Luxembourg,4.0,3.0,4.0,,4.0,3.0,4.0,V,O,V,"Hierarchical structure, high expectations in terms of workload and pace, a lot depends on the partner in charge of your area",Great environment for best practice,"Working with smart and motivated people, access to an impressive knowledge base, great internal programmes for developing softskills and management skills, excellent reputation in the market","Former Employee, more than 5 years",2.4444444444444446,3.6666666666666665,,3.888888888888889,2.7777777777777777,2.875,lux,pwc
2017-06-18,Senior Tax Advisor in Luxembourg,5.0,3.0,4.0,,4.0,4.0,3.0,O,O,O,Demanding and the work can be stressful sometimes,Senior Tax Advisor,"International environment, flexible work conditions",Current Employee,2.4444444444444446,3.5555555555555554,,3.7777777777777777,2.888888888888889,2.875,lux,pwc
2017-06-29,Programmer Analyst in Luxembourg,5.0,5.0,5.0,,4.0,5.0,5.0,O,O,V,some people say basis salary is low compared to other companies,"great company, dynamic, young, trendy technologies","- dynamic, young, entertaining
- cool advantages (cars!!!)
- strong culture/values
- great social events
- interesting IT projects
- various profiles and technologies
- always up-to-date technologies","Current Employee, more than 1 year",2.6666666666666665,3.5555555555555554,,3.6666666666666665,3.111111111111111,3.0,lux,pwc
2017-08-21,Anonymous Employee in Luxembourg,5.0,5.0,4.0,,5.0,5.0,4.0,V,V,V,I do not think the grass is greener outside,HR,"Very dynamics, great working atmosphere, inspiring experience, Great network and conections within the firm.
Good tools to work with. Best global salary package among the Big 4","Current Employee, more than 5 years",3.0,3.5555555555555554,,3.6666666666666665,3.3333333333333335,3.0,lux,pwc
2017-08-27,Audit Senior in Luxembourg,2.0,1.0,2.0,,3.0,1.0,2.0,-,-,X,"Manipulation
Very low salary for junior (car provided in deduction of the salary)
Workload
Burn-out",Audit,"Nice brand on CV
Work with clever people",Former Employee,2.8,3.4,,3.6,3.1,2.888888888888889,lux,pwc
2017-08-28,Anonymous Employee in Luxembourg,3.0,2.0,2.0,,3.0,3.0,3.0,V,O,V,Not much of a working balance,Good company to start with,"Good salary package to start with and a lot of extra benefits ( phone, card fuel, extra isurance, etc.)","Current Employee, more than 3 years",2.8,3.2,,3.5,3.1,2.9,lux,pwc
2017-09-09,Tax Advisor in Luxembourg,1.0,1.0,1.0,,1.0,1.0,1.0,O,O,O,"- Horrible salaries
- mobbing
- terrible organisation
- junior staff is treated as slaves",Not recommended,"- cheep cars, PwC go event is nice",Former Employee,2.6,3.2,,3.5,3.0,2.9,lux,pwc
2017-09-14,Anonymous Employee in Luxembourg,4.0,2.0,4.0,,4.0,3.0,4.0,V,V,V,"Very demanding
Poor work life balance",Great place to work but busy,"Learning environment
International exposure
Diversity
Good relationship with colleagues
Easy to talk with Management","Current Employee, more than 5 years",2.5,3.1,,3.5,2.8,3.0,lux,pwc
2017-09-14,Finance Advisor in Luxembourg,4.0,3.0,4.0,,5.0,3.0,5.0,-,V,V,"High Turnover, high stress due to tight timelines",Advisor,"Good atmosphere, continuous growth, challenging projects.","Current Employee, more than 1 year",2.6,3.2,,3.6,2.9,3.2,lux,pwc
2017-09-23,Senior Auditor in Luxembourg,3.0,3.0,2.0,,2.0,4.0,2.0,-,O,V,"Fench speaker is a must (here, in Luxembourg).
Commuting is awful. Not enough parking spots, not enough buses, no walkways, riding a bicycle is risky. Can't fly... 
Far from everything but new building.","Great for experience, Bad for money","One of the big four, brings a lot of experience and knowledge.  
Perfect for CV and networking.
Phone and car in the package.
Peers are okay.","Current Employee, more than 3 years",2.8,3.2,,3.5,3.2,3.3,lux,pwc
2017-11-16,Manager in Luxembourg,4.0,4.0,4.0,,5.0,3.0,5.0,V,O,V,"high number of projects
Travelling frequently",Great company to work,"Team work
Interesting projects
Impact
Good career opportunities","Current Employee, less than 1 year",2.9,3.2,,3.6,3.2,3.4,lux,pwc
2017-11-27,Senior Auditor in Luxembourg,4.0,1.0,4.0,,4.0,4.0,3.0,V,V,V,Some grades are hard to pass and should lead to some pressure. The work life balance is not really also.,PwC,"Good place to work lot of différents nationalities.
The work is always changing and you will see various clients during your experience","Current Employee, more than 3 years",2.7,3.2,,3.6,3.2,3.4,lux,pwc
